Gene_ID	Symbol
ENSDARG00000005827	eif2s1a
ENSDARG00000005828	faima
ENSDARG00000005832	anapc2
ENSDARG00000005834	gatad2b
ENSDARG00000005840	got2b
ENSDARG00000005842	cd9a
ENSDARG00000005861	ralgapa2
ENSDARG00000005867	gon4l
ENSDARG00000005870	mmadhc
ENSDARG00000005872	arhgap28
ENSDARG00000005883	rfx1a
ENSDARG00000005891	cyb5r3
ENSDARG00000005897	dera
ENSDARG00000005901	AIM1L
ENSDARG00000005908	clk4b
ENSDARG00000005915	tcf3a
ENSDARG00000005916	srpk3
ENSDARG00000005924	serpina10a
ENSDARG00000005926	ak2
ENSDARG00000005927	tbc1d17
ENSDARG00000005941	yes1
ENSDARG00000005943	htra4
ENSDARG00000005944	gnb1b
ENSDARG00000005945	sart1
ENSDARG00000005947	slc16a9b
ENSDARG00000005948	ankmy2a
ENSDARG00000005959	echdc1
ENSDARG00000005972	ric8b
ENSDARG00000005974	atad5b
ENSDARG00000005980	sfswap
ENSDARG00000005989	rgl1
ENSDARG00000005993	prc1b
ENSDARG00000006003	mycla
ENSDARG00000006005	nudcd3
ENSDARG00000006008	dct
ENSDARG00000006010	bmi1a
ENSDARG00000006011	klhl42
ENSDARG00000006017	kat2a
ENSDARG00000006019	tktb
ENSDARG00000006021	agtpbp1
ENSDARG00000006025	tp53i11b
ENSDARG00000006029	lta4h
ENSDARG00000006031	abat
ENSDARG00000006038	aebp2
ENSDARG00000006040	cyp20a1
ENSDARG00000006044	ust
ENSDARG00000006052	malt1a
ENSDARG00000006060	aim1b
ENSDARG00000006062	akap1b
ENSDARG00000006065	znf385b
ENSDARG00000006074	uck2a
ENSDARG00000006079	gpr37l1a
ENSDARG00000006092	rad21a
ENSDARG00000006093	cdk15
ENSDARG00000006094	igf2r
ENSDARG00000006110	chd
ENSDARG00000006112	myof
ENSDARG00000006120	tbx2b
ENSDARG00000006124	kdm5c
ENSDARG00000006125	csnk1db
ENSDARG00000006128	cep170a
ENSDARG00000006145	det1
ENSDARG00000006169	lrrk2
ENSDARG00000006174	lrrc23
ENSDARG00000006181	hif1aa
ENSDARG00000006192	gatad2ab
ENSDARG00000006196	sav1
ENSDARG00000006200	EIF4G1 (1 of 3)
ENSDARG00000006202	erbb3a
ENSDARG00000006206	pou4f3
ENSDARG00000006207	gpx1b
ENSDARG00000006215	akr1b1
ENSDARG00000006219	gnl3
ENSDARG00000006220	ugt1a7
ENSDARG00000006225	ddx39aa
ENSDARG00000006235	brms1la
ENSDARG00000006240	slc27a1a
ENSDARG00000006242	ptp4a1
ENSDARG00000006251	ell2
ENSDARG00000006253	mier3
ENSDARG00000006257	vldlr
ENSDARG00000006260	tuba8l4
ENSDARG00000006266	stat1a
ENSDARG00000006272	mpp5a
ENSDARG00000006275	irf2bp2b
ENSDARG00000006279	rragd
ENSDARG00000006283	waslb
ENSDARG00000006288	prdm5
ENSDARG00000006290	ndufs5
ENSDARG00000006292	MAATS1
ENSDARG00000006299	arhgef7a
ENSDARG00000006300	psmd9
ENSDARG00000006301	raph1
ENSDARG00000006307	shisa4
ENSDARG00000006308	ptpn18
ENSDARG00000006314	itgav
ENSDARG00000006316	rpl23a
ENSDARG00000006331	mif4gdb
ENSDARG00000006332	snx14
ENSDARG00000006345	MED17
ENSDARG00000006350	nkx1.2la
ENSDARG00000006353	itga5
ENSDARG00000006356	slc18a3a
ENSDARG00000006368	crlf1b
ENSDARG00000006370	atp6v1h
ENSDARG00000006372	ugt5c2
ENSDARG00000006383	stxbp5l
ENSDARG00000006385	triobp
ENSDARG00000006389	smad2
ENSDARG00000006392	exosc9
ENSDARG00000006394	mre11a
ENSDARG00000006395	rbm25
ENSDARG00000006396	nrcama
ENSDARG00000006397	laptm4a
ENSDARG00000006399	ywhae1
ENSDARG00000006408	hmgb3b
ENSDARG00000006409	mapk12b
ENSDARG00000006413	rpl38
ENSDARG00000006420	atrnl1b
ENSDARG00000006422	esyt3
ENSDARG00000006434	polr1e
ENSDARG00000006456	pdgfrl
ENSDARG00000006462	CECR5
ENSDARG00000006468	grap2a
ENSDARG00000006474	fam154b
ENSDARG00000006477	ddi2
ENSDARG00000006487	anp32a
ENSDARG00000006491	agpat9l
ENSDARG00000006494	asb7
ENSDARG00000006497	rtn1a
ENSDARG00000006508	pip5k1bb
ENSDARG00000006514	her6
ENSDARG00000006518	afap1l1a
ENSDARG00000006524	supt6h
ENSDARG00000006526	fn1b
ENSDARG00000006527	brd3a
ENSDARG00000006545	rgp1
ENSDARG00000006546	ak4
ENSDARG00000006553	rras
ENSDARG00000006560	irf4a
ENSDARG00000006566	nlk1
ENSDARG00000006567	dus4l
ENSDARG00000006568	kcnmb2
ENSDARG00000006577	nadka
ENSDARG00000006584	phf8
ENSDARG00000006598	sgk2b
ENSDARG00000006600	lsm14aa
ENSDARG00000006601	KAZN (1 of 3)
ENSDARG00000006603	csrp1a
ENSDARG00000006604	pvrl3b
ENSDARG00000006607	gpr27
ENSDARG00000006609	map2k2a
ENSDARG00000006615	hnf1ba
ENSDARG00000006617	napgl
ENSDARG00000006621	pspc1
ENSDARG00000006624	ppp2r2ab
ENSDARG00000006636	slitrk2
ENSDARG00000006639	lnpb
ENSDARG00000006640	eomesa
ENSDARG00000006642	drg2
ENSDARG00000006666	BUD13
ENSDARG00000006672	znf395
ENSDARG00000006677	ripk1l
ENSDARG00000006683	arhgef6
ENSDARG00000006686	zmynd19
ENSDARG00000006687	h2afy2
ENSDARG00000006691	rpl12
ENSDARG00000006693	tmprss4a
ENSDARG00000006705	pkn2
ENSDARG00000006712	wipf2b
ENSDARG00000006719	specc1la
ENSDARG00000006729	eif3s6ip
ENSDARG00000006747	tmem178b
ENSDARG00000006754	mllt3
ENSDARG00000006757	klhl41b
ENSDARG00000006760	slc24a3
ENSDARG00000006766	snd1
ENSDARG00000006775	CASS4
ENSDARG00000006782	rb1
ENSDARG00000006786	copz2
ENSDARG00000006791	arntl1a
ENSDARG00000006797	nt5dc1
ENSDARG00000006811	sult1st6
ENSDARG00000006812	wdr26b
ENSDARG00000006818	urod
ENSDARG00000006832	GALNT9
ENSDARG00000006837	mycn
ENSDARG00000006838	eef1a2
ENSDARG00000006840	gnmt
ENSDARG00000006848	PARP9
ENSDARG00000006849	asic2
ENSDARG00000006859	nkain1
ENSDARG00000006862	kifap3b
ENSDARG00000006863	CCDC108
ENSDARG00000006865	glra4a
ENSDARG00000006868	trh
ENSDARG00000006869	stx17
ENSDARG00000006877	enpp4
ENSDARG00000006878	phf21aa
ENSDARG00000006889	mpped2a
ENSDARG00000006891	KCNS3
ENSDARG00000006892	myo3b
ENSDARG00000006896	lhx6
ENSDARG00000006899	far1
ENSDARG00000006900	impdh2
ENSDARG00000006901	AEBP1 (1 of 2)
ENSDARG00000006915	arl8ba
ENSDARG00000006916	VMAC
ENSDARG00000006921	lrp5
ENSDARG00000006923	cacna1ab
ENSDARG00000006926	btd
ENSDARG00000006939	tbx6l
ENSDARG00000006963	cse1l
ENSDARG00000006978	zak
ENSDARG00000006982	msxd
ENSDARG00000006983	celf3b
ENSDARG00000007009	hoxa11b
ENSDARG00000007015	olfm2b
ENSDARG00000007018	ms4a17a.6
ENSDARG00000007025	ttc9c
ENSDARG00000007034	hnrpkl
ENSDARG00000007045	CNOT4 (1 of 2)
ENSDARG00000007065	mrps18b
ENSDARG00000007080	rhcgl1
ENSDARG00000007081	pias4a
ENSDARG00000007086	aqp10a
ENSDARG00000007092	xab2
ENSDARG00000007097	her13
ENSDARG00000007098	itm2ba
ENSDARG00000007099	cx43.4
ENSDARG00000007125	asb6
ENSDARG00000007127	acat2
ENSDARG00000007129	SLC6A16 (1 of 2)
ENSDARG00000007130	mrto4
ENSDARG00000007135	cnot3a
ENSDARG00000007136	sh3bp5lb
ENSDARG00000007141	psmc3
ENSDARG00000007149	nadl1.2
ENSDARG00000007169	itgb1bp1
ENSDARG00000007171	aig1
ENSDARG00000007172	plxna3
ENSDARG00000007173	cyp2y3
ENSDARG00000007175	recql
ENSDARG00000007179	sash1a
ENSDARG00000007180	slc30a4
ENSDARG00000007181	nadk2
ENSDARG00000007184	zbtb16a
ENSDARG00000007186	ppp1r8a
ENSDARG00000007195	GRM2 (2 of 2)
ENSDARG00000007196	rae1
ENSDARG00000007198	MTA1
ENSDARG00000007207	cnpy2
ENSDARG00000007216	abce1
ENSDARG00000007217	wdr55
ENSDARG00000007219	actn1
ENSDARG00000007220	ncam1b
ENSDARG00000007221	pbk
ENSDARG00000007222	rest
ENSDARG00000007231	ryk
ENSDARG00000007241	mycb
ENSDARG00000007244	ACP2
ENSDARG00000007247	ric8a
ENSDARG00000007250	use1
ENSDARG00000007257	rab5ab
ENSDARG00000007264	gbas
ENSDARG00000007271	mynn
ENSDARG00000007277	myf5
ENSDARG00000007278	ect2
ENSDARG00000007279	yipf5
ENSDARG00000007285	mrp63
ENSDARG00000007289	METRNL (1 of 2)
ENSDARG00000007294	aco2
ENSDARG00000007302	sh3gl3b
ENSDARG00000007315	tmpoa
ENSDARG00000007320	rpl7
ENSDARG00000007323	chmp4b
ENSDARG00000007329	tbx16
ENSDARG00000007344	tcap
ENSDARG00000007347	degs1
ENSDARG00000007354	pdia3
ENSDARG00000007356	fgf20a
ENSDARG00000007358	cxcr3.1
ENSDARG00000007359	UBL4A
ENSDARG00000007362	sft2d1
ENSDARG00000007369	tcf7l1b
ENSDARG00000007370	dysf
ENSDARG00000007377	odc1
ENSDARG00000007383	kcnk6
ENSDARG00000007385	cct7
ENSDARG00000007387	irf2a
ENSDARG00000007396	rnd3b
ENSDARG00000007398	LRRK1 (1 of 2)
ENSDARG00000007405	strap
ENSDARG00000007409	ppifa
ENSDARG00000007412	slc2a1b
ENSDARG00000007413	arid2
ENSDARG00000007418	chmp4c
ENSDARG00000007425	apol1
ENSDARG00000007429	ndor1
ENSDARG00000007430	prdm12b
ENSDARG00000007436	avpr2aa
ENSDARG00000007438	ube2i2
ENSDARG00000007443	fbxl18
ENSDARG00000007444	ift81
ENSDARG00000007449	slc25a39
ENSDARG00000007461	srgap1
ENSDARG00000007477	fbxo8
ENSDARG00000007485	epc2
ENSDARG00000007494	st3gal2l
ENSDARG00000007496	ufl1
ENSDARG00000007523	kmt2e
ENSDARG00000007526	ndufs2
ENSDARG00000007531	zcchc9
ENSDARG00000007549	pdxdc1
ENSDARG00000007553	opn4.1
ENSDARG00000007560	sema3bl
ENSDARG00000007561	cdh23
ENSDARG00000007566	appbp2
ENSDARG00000007578	lppr2a
ENSDARG00000007597	bloc1s4
ENSDARG00000007601	zmynd8
ENSDARG00000007603	stxbp2
ENSDARG00000007609	hoxa13a
ENSDARG00000007614	wwox
ENSDARG00000007624	gins1
ENSDARG00000007628	dusp1
ENSDARG00000007630	mkrn2
ENSDARG00000007639	CNOT4 (2 of 2)
ENSDARG00000007641	msxe
ENSDARG00000007654	nsfa
ENSDARG00000007657	ccnh
ENSDARG00000007663	amph
ENSDARG00000007665	hspbp1
ENSDARG00000007671	ghrb
ENSDARG00000007678	ttyh3b
ENSDARG00000007682	ppdpfa
ENSDARG00000007691	cul1b
ENSDARG00000007693	nfkbiab
ENSDARG00000007697	fabp7a
ENSDARG00000007708	nsa2
ENSDARG00000007709	adamts8a
ENSDARG00000007711	RAB3IL1
ENSDARG00000007714	ube2q1
ENSDARG00000007720	sub1b
ENSDARG00000007722	nudt8
ENSDARG00000007723	efnb1
ENSDARG00000007727	rgl2
ENSDARG00000007734	obfc1
ENSDARG00000007737	zyg11
ENSDARG00000007739	atp1a1a.2
ENSDARG00000007743	il15l
ENSDARG00000007744	tsr1
ENSDARG00000007745	uqcrfs1
ENSDARG00000007751	lmnl3
ENSDARG00000007753	cpne2
ENSDARG00000007755	wdr61
ENSDARG00000007760	spg21
ENSDARG00000007764	klhdc10
ENSDARG00000007769	sult5a1
ENSDARG00000007774	vash2
ENSDARG00000007783	blk
ENSDARG00000007786	tmx2b
ENSDARG00000007788	atp2b1b
ENSDARG00000007791	ppp2r1a
ENSDARG00000007792	dyx1c1
ENSDARG00000007795	cst3
ENSDARG00000007804	gas6
ENSDARG00000007807	cyth3a
ENSDARG00000007808	zdhhc16a
ENSDARG00000007812	sp3b
ENSDARG00000007813	RNPEPL1
ENSDARG00000007818	palm1b
ENSDARG00000007823	atf3
ENSDARG00000007825	map2k1
ENSDARG00000007836	ctsla
ENSDARG00000007856	rtn4rl1a
ENSDARG00000007863	tra2a
ENSDARG00000007867	dazap2
ENSDARG00000007869	ehd3
ENSDARG00000007885	fancl
ENSDARG00000007886	slc35b2
ENSDARG00000007889	csf1ra
ENSDARG00000007891	meox1
ENSDARG00000007892	pdcd2
ENSDARG00000007901	crnkl1
ENSDARG00000007915	jak2a
ENSDARG00000007916	xpnpep3
ENSDARG00000007918	ttc27
ENSDARG00000007921	relt
ENSDARG00000007923	ptpn1
ENSDARG00000007943	gabpb2a
ENSDARG00000007944	lhx1b
ENSDARG00000007950	itga11b
ENSDARG00000007955	iars
ENSDARG00000007959	hibadhb
ENSDARG00000007960	hnrnpaba
ENSDARG00000007971	cks1b
ENSDARG00000007975	fth1b
ENSDARG00000007982	onecut1
ENSDARG00000007989	nedd8
ENSDARG00000007993	csnk1a1
ENSDARG00000007996	pou2f1b
ENSDARG00000008014	nudt17
ENSDARG00000008020	med31
ENSDARG00000008022	kif18a
ENSDARG00000008026	fam129bb
ENSDARG00000008030	myl9b
ENSDARG00000008032	sart3
ENSDARG00000008034	skib
ENSDARG00000008052	nudc
ENSDARG00000008057	ndfip1l
ENSDARG00000008060	scara3
ENSDARG00000008064	med8
ENSDARG00000008068	tma16
ENSDARG00000008075	illr4
ENSDARG00000008097	srsf9
ENSDARG00000008100	slc7a10a
ENSDARG00000008105	mettl2a
ENSDARG00000008107	src
ENSDARG00000008109	eef1da
ENSDARG00000008119	E2F6
ENSDARG00000008127	pcdh15b
ENSDARG00000008131	sox1b
ENSDARG00000008133	foxl1
ENSDARG00000008141	rbl1
ENSDARG00000008142	stxbp3
ENSDARG00000008153	serinc5
ENSDARG00000008155	sms
ENSDARG00000008165	caspa
ENSDARG00000008170	dbnla
ENSDARG00000008184	mia3
ENSDARG00000008186	syk
ENSDARG00000008188	sf1
ENSDARG00000008192	pank1a
ENSDARG00000008200	ugp2b
ENSDARG00000008203	pax1a
ENSDARG00000008209	myt1la
ENSDARG00000008218	znf410
ENSDARG00000008224	vps35
ENSDARG00000008235	cog5
ENSDARG00000008237	sars
ENSDARG00000008239	mocs3
ENSDARG00000008243	cct8
ENSDARG00000008247	vezf1a
ENSDARG00000008249	ptchd4
ENSDARG00000008255	cnot6
ENSDARG00000008275	klhl24b
ENSDARG00000008278	rcor2
ENSDARG00000008279	map2k7
ENSDARG00000008287	fam114a1
ENSDARG00000008292	eif2s3
ENSDARG00000008305	hand2
ENSDARG00000008310	ip6k2
ENSDARG00000008322	AMBRA1 (1 of 2)
ENSDARG00000008329	asic1a
ENSDARG00000008333	znfl2a
ENSDARG00000008336	sh3bp5a
ENSDARG00000008350	SMARCA4 (1 of 2)
ENSDARG00000008359	cnn3a
ENSDARG00000008363	mcl1b
ENSDARG00000008366	mpp7
ENSDARG00000008370	csnk1da
ENSDARG00000008372	spred2b
ENSDARG00000008377	epn2
ENSDARG00000008380	brd7
ENSDARG00000008383	arpc1a
ENSDARG00000008384	hdac6
ENSDARG00000008388	mmp14b
ENSDARG00000008395	snupn
ENSDARG00000008396	ftr24
ENSDARG00000008398	cacna1c
ENSDARG00000008403	phospho1
ENSDARG00000008407	tspan7b
ENSDARG00000008413	atp11a
ENSDARG00000008414	exoc3l2a
ENSDARG00000008423	tfec
ENSDARG00000008433	unc45b
ENSDARG00000008434	bcl2l1
ENSDARG00000008439	atxn10
ENSDARG00000008447	fkbp4
ENSDARG00000008450	pcolce2a
ENSDARG00000008454	cpeb1b
ENSDARG00000008457	faah2a
ENSDARG00000008461	anapc5
ENSDARG00000008480	trmt61a
ENSDARG00000008485	LRP3
ENSDARG00000008487	dmd
ENSDARG00000008490	ltv1
ENSDARG00000008491	RDH13 (1 of 3)
ENSDARG00000008494	myl6
ENSDARG00000008502	pno1
ENSDARG00000008503	glcci1
ENSDARG00000008540	sox21b
ENSDARG00000008542	yod1
ENSDARG00000008548	arhgap12a
ENSDARG00000008551	pole3
ENSDARG00000008560	brap
ENSDARG00000008568	SLC25A24
ENSDARG00000008573	fam20b
ENSDARG00000008575	lyst
ENSDARG00000008592	mtmr8
ENSDARG00000008593	nbas
ENSDARG00000008623	cops3
ENSDARG00000008637	mtp
ENSDARG00000008639	kifap3a
ENSDARG00000008660	coro1b
ENSDARG00000008662	fign
ENSDARG00000008674	chrnb2a
ENSDARG00000008678	snx3
ENSDARG00000008680	kpnb1
ENSDARG00000008697	epas1a
ENSDARG00000008703	apeh
ENSDARG00000008706	paip2b
ENSDARG00000008720	lmo3
ENSDARG00000008723	prkcba
ENSDARG00000008727	ranbp3a
ENSDARG00000008735	atp6ap2
ENSDARG00000008740	esf1
ENSDARG00000008748	ube2na
ENSDARG00000008757	entpd6
ENSDARG00000008765	tmed5
ENSDARG00000008767	TLE2
ENSDARG00000008772	cacng1
ENSDARG00000008784	prpf4ba
ENSDARG00000008785	dldh
ENSDARG00000008788	camk1gb
ENSDARG00000008790	actr3b
ENSDARG00000008803	marcksb
ENSDARG00000008805	orc3
ENSDARG00000008808	eml2
ENSDARG00000008811	cmtm3
ENSDARG00000008816	glud1a
ENSDARG00000008818	hsf1
ENSDARG00000008829	chga
ENSDARG00000008832	neu1
ENSDARG00000008840	hmbsa
ENSDARG00000008849	ptprq
ENSDARG00000008852	elp4
ENSDARG00000008858	cyp7c1
ENSDARG00000008859	mylipa
ENSDARG00000008861	tfap2e
ENSDARG00000008867	rap1b
ENSDARG00000008880	usp28
ENSDARG00000008884	hprt1
ENSDARG00000008886	msxb
ENSDARG00000008887	ephx1l
ENSDARG00000008890	ctns
ENSDARG00000008904	smarca2
ENSDARG00000008921	acp5b
ENSDARG00000008931	renbp
ENSDARG00000008936	sec11a
ENSDARG00000008937	neo1
ENSDARG00000008946	ccdc127b
ENSDARG00000008947	rtf1
ENSDARG00000008953	pofut1
ENSDARG00000008966	tbl1xr1b
ENSDARG00000008976	mdn1
ENSDARG00000008979	golga1
ENSDARG00000008982	casq2
ENSDARG00000008983	sh3glb2a
ENSDARG00000008986	e2f7
ENSDARG00000009001	pdip5
ENSDARG00000009014	col11a1b
ENSDARG00000009017	SCYL1 (1 of 2)
ENSDARG00000009018	rhbg
ENSDARG00000009020	cnr1
ENSDARG00000009021	chrna1
ENSDARG00000009023	ankrd28b
ENSDARG00000009031	tnikb
ENSDARG00000009045	hoxa11a
ENSDARG00000009046	nphp1
ENSDARG00000009074	cbr4
ENSDARG00000009081	sh2d3cb
ENSDARG00000009087	cd74a
ENSDARG00000009094	gata2b
ENSDARG00000009106	serinc1
ENSDARG00000009113	pigc
ENSDARG00000009123	sele
ENSDARG00000009131	slc10a4
ENSDARG00000009133	myo1eb
ENSDARG00000009134	hlx1
ENSDARG00000009136	tp53bp2
ENSDARG00000009142	ppp1r13bb
ENSDARG00000009160	kmo
ENSDARG00000009169	mob1ba
ENSDARG00000009170	ctr9
ENSDARG00000009175	vps52
ENSDARG00000009178	zfand1
ENSDARG00000009194	col16a1
ENSDARG00000009196	anxa3a
ENSDARG00000009208	prkcda
ENSDARG00000009209	slc9a6a
ENSDARG00000009212	ppiaa
ENSDARG00000009214	tmem180
ENSDARG00000009217	tom1l2
ENSDARG00000009218	mars-02
ENSDARG00000009242	fev
ENSDARG00000009250	etfb
ENSDARG00000009252	napepld
ENSDARG00000009257	zer1
ENSDARG00000009262	FAR2
ENSDARG00000009264	ATXN3
ENSDARG00000009266	uevld
ENSDARG00000009273	ppm1da
ENSDARG00000009280	smyd1a
ENSDARG00000009281	dnm1b
ENSDARG00000009285	rpl15
ENSDARG00000009299	dusp8a
ENSDARG00000009311	pvalb6
ENSDARG00000009313	NAPSA
ENSDARG00000009315	clgn
ENSDARG00000009336	aif1l
ENSDARG00000009341	NRAP
ENSDARG00000009342	txndc5
ENSDARG00000009346	caprin1a
ENSDARG00000009350	apg3l
ENSDARG00000009351	fgf6a
ENSDARG00000009387	robo4
ENSDARG00000009390	npl
ENSDARG00000009401	vcanb
ENSDARG00000009418	mef2cb
ENSDARG00000009430	tmem30c
ENSDARG00000009436	ubxn7
ENSDARG00000009438	myog
ENSDARG00000009447	atp5g3b
ENSDARG00000009449	PDCL3
ENSDARG00000009459	slc35e4
ENSDARG00000009461	hoxa9a
ENSDARG00000009471	nid2b
ENSDARG00000009472	med19b
ENSDARG00000009473	ppardb
ENSDARG00000009480	pdcl
ENSDARG00000009484	arf1
ENSDARG00000009488	gipc2
ENSDARG00000009493	MAP3K13
ENSDARG00000009494	xrcc1
ENSDARG00000009499	syne1a
ENSDARG00000009505	slmo2
ENSDARG00000009510	irx1a
ENSDARG00000009524	rnf150b
ENSDARG00000009525	tial1
ENSDARG00000009534	wls
ENSDARG00000009544	cldnb
ENSDARG00000009549	ubr4
ENSDARG00000009550	foxi3b
ENSDARG00000009553	gng3
ENSDARG00000009557	wrap73
ENSDARG00000009563	slc1a2b
ENSDARG00000009564	syt8
ENSDARG00000009567	SPEG (1 of 2)
ENSDARG00000009585	papola
ENSDARG00000009594	nr1d2b
ENSDARG00000009607	ccnc
ENSDARG00000009610	rgs12a
ENSDARG00000009621	cacng2b
ENSDARG00000009624	UTS2R
ENSDARG00000009626	NRBP2 (1 of 2)
ENSDARG00000009629	unc119.1
ENSDARG00000009640	psmb1
ENSDARG00000009653	lhfpl2a
ENSDARG00000009657	fgfr1op2
ENSDARG00000009677	dlg1
ENSDARG00000009681	med27
ENSDARG00000009685	ppa2
ENSDARG00000009689	daam1b
ENSDARG00000009693	llgl1
ENSDARG00000009702	ascl1b
ENSDARG00000009724	rpn2
ENSDARG00000009727	twf2b
ENSDARG00000009735	gigfy2
ENSDARG00000009738	cacnb4a
ENSDARG00000009740	ppp1r7
ENSDARG00000009743	efhc1
ENSDARG00000009745	fbxw2
ENSDARG00000009748	dffb
ENSDARG00000009753	sf3b14
ENSDARG00000009754	zc3h11a
ENSDARG00000009764	srek1
ENSDARG00000009771	ppme1
ENSDARG00000009779	mcl1a
ENSDARG00000009782	myh11a
ENSDARG00000009783	dirc2
ENSDARG00000009789	sgcd
ENSDARG00000009793	crsp7
ENSDARG00000009796	klc1a
ENSDARG00000009802	chmp1a
ENSDARG00000009806	smfn
ENSDARG00000009823	pou3f1
ENSDARG00000009825	mmp23bb
ENSDARG00000009830	hdlbpa
ENSDARG00000009837	agk
ENSDARG00000009839	FAM117B (1 of 2)
ENSDARG00000009844	DUSP23 (1 of 2)
ENSDARG00000009851	wdr41
ENSDARG00000009862	dcps
ENSDARG00000009864	ddx55
ENSDARG00000009867	adssl1
ENSDARG00000009868	dcaf11
ENSDARG00000009870	mapk8b
ENSDARG00000009871	snrpc
ENSDARG00000009875	raf1a
ENSDARG00000009881	ier5
ENSDARG00000009885	sult3st1
ENSDARG00000009886	rnf114
ENSDARG00000009899	znf385a
ENSDARG00000009901	slc38a5a
ENSDARG00000009903	nadsyn1
ENSDARG00000009905	ntla
ENSDARG00000009922	dmbx1a
ENSDARG00000009930	cadm2a
ENSDARG00000009933	lmnb2
ENSDARG00000009939	micu2
ENSDARG00000009941	erc1a
ENSDARG00000009942	cdc6
ENSDARG00000009949	FNDC4 (1 of 2)
ENSDARG00000009950	edf1
ENSDARG00000009953	med14
ENSDARG00000009958	cbl
ENSDARG00000009965	mag
ENSDARG00000009978	icn
ENSDARG00000009982	fam199x
ENSDARG00000010002	gna11a
ENSDARG00000010008	vim
ENSDARG00000010010	trim13
ENSDARG00000010018	qki2
ENSDARG00000010021	grpel1
ENSDARG00000010025	lsr
ENSDARG00000010029	spon1a
ENSDARG00000010031	ssh1b
ENSDARG00000010032	cmtm7
ENSDARG00000010035	engase
ENSDARG00000010042	dnm1a
ENSDARG00000010047	neu3.2
ENSDARG00000010051	ufd1l
ENSDARG00000010052	ndrg3b
ENSDARG00000010059	itpkb
ENSDARG00000010070	adam9
ENSDARG00000010073	rab3ip
ENSDARG00000010075	PTCHD3 (1 of 3)
ENSDARG00000010078	nup133
ENSDARG00000010083	rbfox3
ENSDARG00000010085	p4ha2
ENSDARG00000010098	pank1b
ENSDARG00000010108	bri3bp
ENSDARG00000010113	ndufb8
ENSDARG00000010124	sp5l
ENSDARG00000010130	smpdl3b
ENSDARG00000010132	dacha
ENSDARG00000010137	ldb1a
ENSDARG00000010144	lppr3a
ENSDARG00000010145	TOR4A (1 of 4)
ENSDARG00000010146	cpa2
ENSDARG00000010149	atp5a1
ENSDARG00000010154	vstm4a
ENSDARG00000010155	abi1a
ENSDARG00000010158	nbeab
ENSDARG00000010160	rps15a
ENSDARG00000010169	myd88
ENSDARG00000010181	asap2a
ENSDARG00000010186	myo3a
ENSDARG00000010191	ttc39c
ENSDARG00000010192	pax3a
ENSDARG00000010194	eif4bb
ENSDARG00000010207	smad3b
ENSDARG00000010244	rpl22l1
ENSDARG00000010246	prmt1
ENSDARG00000010248	wdr54
ENSDARG00000010250	nqo1
ENSDARG00000010252	jak3
ENSDARG00000010255	bin2b
ENSDARG00000010266	igf2bp3
ENSDARG00000010267	dpydb
ENSDARG00000010276	ptgs2b
ENSDARG00000010279	scamp2
ENSDARG00000010280	clasp1a
ENSDARG00000010281	xpo4
ENSDARG00000010290	stx12
ENSDARG00000010294	fmodb
ENSDARG00000010297	RABGAP1
ENSDARG00000010300	traf3ip1
ENSDARG00000010301	b4galt6
ENSDARG00000010312	cp
ENSDARG00000010316	qars
ENSDARG00000010317	gpr183
ENSDARG00000010318	srpx
ENSDARG00000010347	acer1
ENSDARG00000010350	c1ql3a
ENSDARG00000010378	CTRL (1 of 3)
ENSDARG00000010381	rnf2
ENSDARG00000010382	cratb
ENSDARG00000010384	lpar5a
ENSDARG00000010400	lrrfip2
ENSDARG00000010407	ppp4r4
ENSDARG00000010408	igsf9b
ENSDARG00000010411	epn1
ENSDARG00000010415	sirt4
ENSDARG00000010420	ndrg1b
ENSDARG00000010423	npsn
ENSDARG00000010425	scara5
ENSDARG00000010432	eaf2
ENSDARG00000010433	ARHGAP44 (1 of 2)
ENSDARG00000010434	clu
ENSDARG00000010437	fam46c
ENSDARG00000010442	rnf11a
ENSDARG00000010445	trabd
ENSDARG00000010462	sp9
ENSDARG00000010472	atp1a2a
ENSDARG00000010477	p2rx3a
ENSDARG00000010478	hsp90aa1.1
ENSDARG00000010481	bzw1a
ENSDARG00000010482	prg4a
ENSDARG00000010487	sae1
ENSDARG00000010511	prc1a
ENSDARG00000010515	DVL1 (1 of 3)
ENSDARG00000010516	rpl21
ENSDARG00000010519	per3
ENSDARG00000010531	scamp4
ENSDARG00000010553	mmgt1
ENSDARG00000010563	spopla
ENSDARG00000010565	aqp4
ENSDARG00000010571	ezh2
ENSDARG00000010572	slc25a25a
ENSDARG00000010583	pard3
ENSDARG00000010586	tex9
ENSDARG00000010591	foxn4
ENSDARG00000010596	slc7a6os
ENSDARG00000010601	mtmr10
ENSDARG00000010603	kctd9
ENSDARG00000010610	sarm1
ENSDARG00000010619	themis
ENSDARG00000010625	clic2
ENSDARG00000010630	hoxb6a
ENSDARG00000010640	slc12a2
ENSDARG00000010641	slc20a1b
ENSDARG00000010654	ARHGAP42 (1 of 2)
ENSDARG00000010655	ppm1k
ENSDARG00000010657	irak4
ENSDARG00000010658	insig1
ENSDARG00000010673	trim16
ENSDARG00000010681	tjap1
ENSDARG00000010700	il17d
ENSDARG00000010710	msi1
ENSDARG00000010717	chchd10
ENSDARG00000010721	sept-06
ENSDARG00000010727	ttyh2l
ENSDARG00000010728	scin
